Id.Latido,Registro,Error,Time,Type,RR1,RR
734,123,0.02712,0.734,1,453,0
735,209,0.139451,0.735,1,215,22
736,118,0.103636,0.736,8,234,134
737,112,0.312742,0.737,1,247,20
738,202,0.008468,0.738,1,410,0
739,215,0.042186,0.739,1,201,1
740,210,0.050767,0.74,1,250,0
741,104,0.404071,0.741,12,314,0
742,217,0.034125,0.742,1,252,0
743,221,0.100649,0.743,1,235,54
744,223,0.025499,0.744,1,276,0
745,205,0.138796,0.745,1,228,9
746,106,0.10856,0.746,5,181,409
747,213,0.068748,0.747,1,194,0
748,213,0.04872,0.748,1,195,0
749,124,0.514759,0.749,3,405,29
750,234,0.134587,0.75,1,230,3
751,123,0.028767,0.751,1,438,56
752,200,0.046404,0.752,5,213,316
753,116,0.033749,0.753,1,371,0
754,200,0.116107,0.754,1,230,26
755,122,0.078411,0.755,1,270,0
756,117,0.034013,0.756,1,416,22
757,108,0.045668,0.757,1,356,22
758,203,0.146391,0.758,1,146,82
759,210,0.115242,0.759,1,231,186
760,209,0.577722,0.76,1,222,54
761,107,0.346258,0.761,12,299,0
762,105,0.156497,0.762,1,236,8
763,112,0.243321,0.763,1,255,15
764,121,0.014597,0.764,1,354,17
765,213,0.097312,0.765,1,197,0
766,215,0.036247,0.766,1,191,32
767,233,0.045653,0.767,1,216,25
768,112,0.288409,0.768,1,263,0
769,106,0.178162,0.769,1,341,2
770,221,0.106401,0.77,1,326,0
771,219,0.062236,0.771,1,236,101
772,232,0.233465,0.772,8,244,315
773,231,0.181476,0.773,3,352,0
774,234,0.214172,0.774,1,234,5
775,217,0.206788,0.775,12,310,11
776,202,0.040567,0.776,1,293,0
777,233,0.057135,0.777,1,210,0
778,209,0.218023,0.778,1,221,4
779,103,0.105346,0.779,1,324,9
780,122,0.069777,0.78,1,267,11
781,230,0.061657,0.781,1,337,0
782,209,0.298777,0.782,1,238,0
783,122,0.157381,0.783,1,264,0
784,118,0.063747,0.784,3,278,0
785,112,0.320548,0.785,1,258,0
786,100,0.050199,0.786,1,282,0
787,234,0.078494,0.787,1,235,15
788,231,0.15619,0.788,3,315,63
789,214,0.066286,0.789,2,265,0
790,103,0.026016,0.79,1,303,13
791,213,0.032115,0.791,1,211,0
792,212,0.205072,0.792,3,247,0
793,208,0.038367,0.793,5,155,181
794,105,0.115263,0.794,1,249,24
795,210,0.088732,0.795,1,252,39
796,219,0.057791,0.796,1,534,0
797,101,0.199469,0.797,1,326,16
798,209,0.052059,0.798,1,221,10
799,122,0.157158,0.799,1,253,0
800,114,0.095158,0.8,1,372,24
801,113,0.187414,0.801,1,352,24
802,123,0.030533,0.802,1,475,0
803,233,0.044612,0.803,5,164,162
804,122,0.054417,0.804,1,244,15
805,210,0.054741,0.805,1,197,160
806,202,0.013135,0.806,1,419,3
807,231,0.17591,0.807,3,347,0
808,201,0.01682,0.808,1,460,0
809,212,0.193963,0.809,3,239,0
810,116,0.025963,0.81,1,270,7
811,215,0.062539,0.811,1,191,0
812,109,0.02023,0.812,2,243,9
813,121,0.033227,0.813,1,274,0
814,101,0.178761,0.814,1,372,19
815,209,0.093558,0.815,1,221,7
816,234,0.124503,0.816,1,244,0
817,124,0.56207,0.817,3,405,0
818,223,0.009081,0.818,1,261,0
819,200,0.113629,0.819,1,250,0
820,121,0.021238,0.82,1,347,15
821,104,0.222913,0.821,38,304,0
822,119,0.059127,0.822,1,362,0
823,201,0.019022,0.823,1,220,51
824,108,0.221439,0.824,1,378,22
825,223,0.007826,0.825,8,201,99
826,116,0.106934,0.826,1,264,0
827,109,0.014901,0.827,2,244,7
828,119,0.067617,0.828,1,267,0
829,222,0.324578,0.829,1,291,22
830,105,0.136643,0.83,1,257,0
831,215,0.197269,0.831,1,173,15
832,207,0.032881,0.832,2,334,0
833,124,0.405456,0.833,3,433,7
834,119,0.025583,0.834,1,317,1
835,104,0.422727,0.835,12,284,4
836,101,0.142108,0.836,1,355,3
837,203,0.071208,0.837,1,216,24
838,217,0.089614,0.838,38,326,0
839,208,0.015042,0.839,1,236,0
840,115,0.12873,0.84,1,275,34
841,233,0.222299,0.841,5,142,187
842,111,0.098924,0.842,2,293,0
843,208,0.081291,0.843,5,189,256
844,213,0.05114,0.844,1,201,0
845,121,0.048988,0.845,1,306,10
846,203,0.230356,0.846,5,122,258
847,102,0.191485,0.847,12,296,5
848,122,0.072151,0.848,1,232,2
849,228,0.031809,0.849,5,214,301
850,108,0.084698,0.85,1,388,0
851,108,0.091363,0.851,1,403,0
852,213,0.092262,0.852,5,173,82
853,208,0.044291,0.853,5,174,125
854,223,0.009608,0.854,1,244,72
855,203,0.173743,0.855,1,254,49
856,201,0.011434,0.856,1,411,0
857,205,0.24094,0.857,1,233,7
858,117,0.017648,0.858,1,433,41
859,230,0.178483,0.859,1,240,6
860,121,0.010536,0.86,1,372,0
861,221,0.042843,0.861,5,174,156
862,209,0.080307,0.862,1,226,0
863,111,0.083708,0.863,2,313,0
864,214,0.035368,0.864,2,317,0
865,212,0.149533,0.865,3,239,13
866,203,0.080798,0.866,1,244,0
867,233,0.066835,0.867,1,219,10
868,215,0.032074,0.868,1,210,0
869,118,0.073413,0.869,3,272,0
870,203,0.05562,0.87,1,360,0
871,102,0.207284,0.871,12,302,0
872,232,0.302646,0.872,8,257,11
873,202,0.061447,0.873,1,237,0
874,233,0.048775,0.874,1,212,67
875,122,0.133812,0.875,1,279,0
876,234,0.093346,0.876,1,243,0
877,220,0.057658,0.877,1,346,3
878,233,0.054413,0.878,1,299,0
879,222,0.178157,0.879,1,151,28
880,205,0.073254,0.88,1,241,0
881,213,0.049585,0.881,1,209,0
882,213,0.067359,0.882,1,204,5
883,203,0.059889,0.883,1,280,0
884,233,0.094248,0.884,1,206,3
885,100,0.06227,0.885,1,298,0
886,208,0.066964,0.886,1,178,33
887,205,0.062507,0.887,1,238,0
888,115,0.071504,0.888,1,338,0
889,230,0.140686,0.889,1,300,0
890,103,0.031737,0.89,1,309,29
891,208,0.009686,0.891,1,276,0
892,115,0.168444,0.892,1,312,2
893,210,0.055683,0.893,1,225,0
894,223,0.056394,0.894,5,176,291
895,205,0.095638,0.895,1,235,0
896,233,0.181367,0.896,5,152,183
897,118,0.081249,0.897,3,301,0
898,203,0.03667,0.898,5,149,325
899,119,0.035861,0.899,1,468,0
900,104,0.497491,0.9,38,301,6
901,119,0.015187,0.901,5,192,398
902,234,0.101576,0.902,1,239,0
903,201,0.01815,0.903,1,456,0
904,228,0.075202,0.904,1,301,0
905,123,0.017691,0.905,1,392,81
906,106,0.043001,0.906,5,182,282
907,209,0.089397,0.907,1,222,9
908,105,0.07891,0.908,1,223,16
909,113,0.314365,0.909,1,312,113
910,215,0.02341,0.91,1,203,0
911,223,0.100636,0.911,5,176,288
912,220,0.053878,0.912,1,321,6
913,214,0.054532,0.913,2,264,0
914,232,0.287979,0.914,8,262,2
915,213,0.026345,0.915,1,216,0
916,215,0.030317,0.916,1,181,0
917,106,0.159082,0.917,5,180,236
918,233,0.047919,0.918,1,202,0
919,100,0.032505,0.919,1,278,22
920,209,0.140052,0.92,1,233,19
921,106,0.331076,0.921,1,309,0
922,200,0.053521,0.922,5,193,170
923,118,0.101418,0.923,3,268,29
924,105,0.170561,0.924,1,244,1
925,114,0.089331,0.925,1,331,27
926,212,0.251245,0.926,3,220,12
927,223,0.006605,0.927,1,245,12
928,118,0.094515,0.928,3,246,0
929,203,0.043692,0.929,1,245,0
930,104,0.148553,0.93,1,265,79
931,219,0.051727,0.931,1,294,0
932,210,0.051171,0.932,1,312,10
933,116,0.019607,0.933,1,285,0
934,234,0.062819,0.934,7,229,0
935,233,0.078827,0.935,5,202,9
936,217,0.249868,0.936,12,347,0
937,109,0.036317,0.937,2,246,14
938,114,0.436305,0.938,1,324,21
939,121,0.008907,0.939,1,363,10
940,201,0.013781,0.94,1,401,0
941,109,0.016249,0.941,2,252,0
942,118,0.058994,0.942,3,293,0
943,123,0.040012,0.943,1,401,24
944,210,0.057093,0.944,1,256,19
945,114,0.217194,0.945,1,380,0
946,213,0.081665,0.946,1,200,8
947,116,0.025533,0.947,1,367,0
948,104,0.489449,0.948,12,279,27
949,232,0.230063,0.949,8,258,12
950,205,0.12174,0.95,1,235,0
951,118,0.107898,0.951,3,306,0
952,200,0.04126,0.952,1,273,6
953,118,0.078647,0.953,3,242,7
954,123,0.027162,0.954,1,498,0
955,220,0.100187,0.955,1,314,17
956,210,0.083963,0.956,1,230,3
957,230,0.076485,0.957,1,341,0
958,107,0.266833,0.958,12,312,0
959,112,0.299315,0.959,1,253,0
960,104,0.613758,0.96,12,287,1
961,205,0.07314,0.961,1,235,2
962,119,0.016547,0.962,1,335,0
963,107,0.387154,0.963,12,310,0
964,213,0.072335,0.964,1,202,0
965,234,0.066041,0.965,7,158,0
966,123,0.034155,0.966,1,429,0
967,123,0.020781,0.967,1,375,22
968,200,0.096358,0.968,1,310,0
969,102,0.098212,0.969,1,274,21
970,205,0.108192,0.97,1,252,10
971,118,0.121698,0.971,3,297,15
972,208,0.098037,0.972,1,232,39
973,109,0.01245,0.973,2,249,7
974,100,0.057389,0.974,1,288,0
975,200,0.043802,0.975,1,263,25
976,221,0.059487,0.976,1,240,28
977,212,0.173891,0.977,3,230,11
978,215,0.055757,0.978,1,206,0
979,101,0.087007,0.979,1,360,12
980,121,0.027395,0.98,1,357,26
981,210,0.141291,0.981,1,228,61
982,111,0.064462,0.982,2,318,0
983,205,0.144121,0.983,1,231,0
984,105,0.082626,0.984,1,240,0
985,101,0.245851,0.985,1,346,0
986,209,0.073659,0.986,1,197,0
987,115,0.077175,0.987,1,327,0
988,100,0.026215,0.988,1,288,3
989,214,0.030409,0.989,2,429,0
990,222,0.069464,0.99,1,157,116
991,201,0.04798,0.991,1,211,0
992,104,0.423282,0.992,12,281,4
993,208,0.044314,0.993,5,176,189
994,233,0.097549,0.994,1,213,0
995,102,0.195836,0.995,12,293,0
996,105,0.096713,0.996,1,245,0
997,207,0.027003,0.997,2,337,24
998,233,0.041516,0.998,1,208,0
999,208,0.070941,0.999,1,231,0
1000,228,0.065091,1,1,304,34
1001,207,0.037296,1.001,2,338,2
1002,104,0.543992,1.002,12,286,6
1003,230,0.065122,1.003,1,309,0
1004,210,0.204997,1.004,1,243,119
1005,111,0.154027,1.005,2,304,0
1006,228,0.060735,1.006,1,439,0
1007,113,0.142349,1.007,1,418,0
1008,207,0.142451,1.008,2,287,5
1009,212,0.214917,1.009,1,249,6
1010,213,0.077189,1.01,1,197,0
1011,212,0.198498,1.011,3,230,0
1012,203,0.188189,1.012,1,219,0
1013,220,0.095899,1.013,1,310,4
1014,100,0.044285,1.014,1,282,4
1015,223,0.07174,1.015,5,182,284
1016,202,0.017205,1.016,1,411,0
1017,101,0.105508,1.017,1,352,8
1018,101,0.125487,1.018,1,369,0
1019,122,0.075035,1.019,1,273,0
1020,202,0.043963,1.02,1,173,0
1021,233,0.118264,1.021,5,135,241
1022,222,0.325982,1.022,1,266,76
1023,103,0.015574,1.023,1,296,16
1024,106,0.264236,1.024,1,380,0
1025,102,0.218233,1.025,12,299,17
1026,234,0.097335,1.026,1,230,6
1027,207,0.038312,1.027,2,326,0
1028,234,0.111764,1.028,1,230,14
1029,114,0.034819,1.029,6,357,133
1030,107,0.35585,1.03,12,298,15
1031,123,0.016418,1.031,1,413,6
1032,203,0.113212,1.032,1,306,0
1033,223,0.05092,1.033,5,191,0
1034,106,0.112006,1.034,5,182,557
1035,122,0.092579,1.035,1,262,7
1036,111,0.071328,1.036,2,296,30
1037,102,0.224493,1.037,12,305,0
1038,234,0.12858,1.038,1,238,0
1039,233,0.032662,1.039,1,255,0
1040,107,0.406159,1.04,12,322,0
1041,104,0.11798,1.041,38,269,42
1042,118,0.115129,1.042,3,254,1
1043,103,0.014162,1.043,1,300,9
1044,106,0.309392,1.044,1,335,0
1045,212,0.16796,1.045,3,208,20
1046,118,0.084547,1.046,3,316,0
1047,105,0.242674,1.047,1,259,92
1048,205,0.140461,1.048,1,234,0
1049,200,0.022475,1.049,5,175,286
1050,106,0.135857,1.05,5,187,338
1051,101,0.157891,1.051,1,372,0
1052,200,0.050846,1.052,1,270,0
1053,205,0.12623,1.053,1,261,15
1054,122,0.061113,1.054,1,294,3
1055,209,0.036672,1.055,1,232,0
1056,223,0.024572,1.056,5,262,0
1057,200,0.559489,1.057,1,256,0
1058,121,0.013403,1.058,1,372,8
1059,108,0.062784,1.059,1,365,34
1060,222,0.026883,1.06,1,233,0
1061,208,0.048972,1.061,6,238,0
1062,113,0.110373,1.062,1,393,5
1063,203,0.062078,1.063,5,158,247
1064,209,0.173243,1.064,1,223,10
1065,103,0.018265,1.065,1,303,0
1066,102,0.208652,1.066,12,287,17
1067,207,0.033476,1.067,2,343,0
1068,112,0.288601,1.068,1,258,7
1069,101,0.175541,1.069,1,310,0
1070,213,0.047456,1.07,1,195,23
1071,207,0.035077,1.071,2,294,24
1072,119,0.020024,1.072,1,326,0
1073,233,0.079642,1.073,1,212,0
1074,116,0.048617,1.074,1,272,98
1075,119,0.019425,1.075,1,298,27
1076,202,0.077404,1.076,1,158,131
1077,106,0.483051,1.077,1,385,0
1078,103,0.023003,1.078,1,318,0
1079,101,0.188171,1.079,1,374,0
1080,205,0.13106,1.08,1,252,0
1081,116,0.032611,1.081,1,269,14
1082,215,0.025298,1.082,1,187,5
1083,104,0.496891,1.083,12,278,22
1084,202,0.021877,1.084,1,341,0
1085,220,0.034376,1.085,1,319,0
1086,234,0.281546,1.086,1,237,13
1087,205,0.086749,1.087,1,234,0
1088,207,0.037456,1.088,2,308,0
1089,122,0.10013,1.089,1,252,9
1090,207,0.040256,1.09,2,280,0
1091,215,0.020483,1.091,1,191,16
1092,109,0.011522,1.092,2,252,6
1093,217,0.06078,1.093,1,275,7
1094,209,0.097755,1.094,1,235,0
1095,109,0.014084,1.095,2,246,14
1096,122,0.058736,1.096,1,247,0
1097,200,0.042187,1.097,1,290,0
1098,210,0.081674,1.098,1,224,46
1099,107,0.309452,1.099,12,304,7
1100,223,0.007623,1.1,1,257,11
1101,221,0.179071,1.101,1,253,0
1102,223,0.072222,1.102,1,239,0
1103,102,0.253146,1.103,12,315,0
1104,217,0.153396,1.104,12,299,0
1105,102,0.234536,1.105,12,285,12
1106,101,0.361497,1.106,1,357,0
1107,101,0.291429,1.107,1,384,0
1108,118,0.118183,1.108,3,279,10
1109,122,0.050119,1.109,1,277,13
1110,234,0.077862,1.11,1,244,0
1111,104,0.559965,1.111,12,276,36
1112,117,0.051058,1.112,1,428,24
1113,219,0.04634,1.113,1,304,0
1114,233,0.129564,1.114,6,194,122
1115,119,0.019825,1.115,1,318,20
1116,234,0.062076,1.116,1,244,0
1117,112,0.260406,1.117,1,257,0
1118,209,0.04593,1.118,1,231,24
1119,207,0.119217,1.119,5,221,513
1120,116,0.098525,1.12,5,181,258
1121,230,0.111637,1.121,1,272,0
1122,210,0.030808,1.122,1,248,0
1123,106,0.067414,1.123,5,185,223
1124,210,0.117474,1.124,1,217,29
1125,213,0.053671,1.125,1,197,14
1126,118,0.079481,1.126,3,290,0
1127,200,0.099242,1.127,1,242,0
1128,208,0.056371,1.128,5,165,127
1129,111,0.064196,1.129,2,284,57
1130,203,0.101318,1.13,5,142,253
1131,222,0.360538,1.131,1,199,0
1132,215,0.019239,1.132,1,191,0
1133,205,0.196712,1.133,1,234,0
1134,202,0.01077,1.134,1,212,171
1135,208,0.123282,1.135,1,243,0
1136,200,0.12477,1.136,1,258,0
1137,210,0.089945,1.137,1,271,0
1138,104,0.177785,1.138,13,296,0
1139,116,0.03258,1.139,1,265,12
1140,223,0.012271,1.14,1,281,0
1141,221,0.049362,1.141,5,163,264
1142,209,0.13245,1.142,1,220,0
1143,121,0.019941,1.143,1,366,0
1144,230,0.061142,1.144,1,250,18
1145,121,0.017728,1.145,1,341,0
1146,209,0.102317,1.146,8,139,1
1147,228,0.090938,1.147,1,346,29
1148,233,0.093269,1.148,5,146,146
1149,220,0.064383,1.149,1,329,0
1150,109,0.012492,1.15,2,253,0
1151,217,0.190524,1.151,12,290,0
1152,221,0.280281,1.152,1,297,0
1153,111,0.092656,1.153,2,313,0
1154,209,0.108089,1.154,8,133,13
1155,104,0.216427,1.155,12,299,0
1156,209,0.147955,1.156,8,160,101
1157,117,0.032564,1.157,1,425,0
1158,222,0.221352,1.158,1,289,0
1159,205,0.094921,1.159,1,247,5
1160,121,0.020259,1.16,1,363,10
1161,202,0.014724,1.161,1,368,16
1162,231,0.183612,1.162,3,597,0
1163,102,0.241776,1.163,12,307,0
1164,112,0.133541,1.164,1,255,0
1165,116,0.012807,1.165,1,269,12
1166,107,0.373681,1.166,12,302,12
1167,219,0.028457,1.167,1,311,537
1168,103,0.015677,1.168,1,326,0
1169,212,0.195221,1.169,3,244,0
1170,219,0.041651,1.17,1,289,35
1171,100,0.042104,1.171,1,275,0
1172,212,0.256367,1.172,3,198,12
1173,118,0.093058,1.173,3,302,7
1174,106,0.243868,1.174,1,313,28
1175,109,0.01253,1.175,2,264,0
1176,228,0.016303,1.176,5,237,415
1177,208,0.057423,1.177,5,206,118
1178,113,0.207914,1.178,1,332,0
1179,234,0.168962,1.179,1,235,0
1180,230,0.127908,1.18,1,246,0
1181,116,0.047349,1.181,1,261,0
1182,212,0.172762,1.182,3,241,0
1183,107,0.355749,1.183,12,318,0
1184,121,0.072749,1.184,1,302,5
1185,112,0.290905,1.185,1,258,0
1186,209,0.206977,1.186,1,227,3
1187,230,0.088416,1.187,1,268,0
1188,212,0.213118,1.188,3,240,12
1189,121,0.018994,1.189,1,348,0
1190,212,0.19616,1.19,3,240,0
1191,205,0.13943,1.191,1,226,7
1192,121,0.020786,1.192,1,384,0
1193,210,0.04184,1.193,1,262,0
1194,232,0.211394,1.194,8,261,7
1195,200,0.414433,1.195,1,212,32
1196,112,0.292094,1.196,1,251,0
1197,117,0.040831,1.197,1,422,16
1198,121,0.017806,1.198,1,369,0
1199,233,0.228531,1.199,5,149,198
1200,231,0.088863,1.2,1,610,15
1201,210,0.10965,1.201,5,161,261
1202,212,0.21352,1.202,3,219,6
1203,232,0.191982,1.203,8,267,652
1204,121,0.031328,1.204,1,361,0
1205,228,0.124048,1.205,1,371,0
1206,100,0.067785,1.206,1,269,21
1207,104,0.453504,1.207,12,286,0
1208,104,0.327457,1.208,12,292,9
1209,200,0.084055,1.209,1,320,0
1210,111,0.06043,1.21,2,318,4
1211,214,0.055406,1.211,2,284,18
1212,108,0.073819,1.212,1,360,88
1213,215,0.023756,1.213,1,183,2
1214,208,0.094502,1.214,1,215,0
1215,122,0.077011,1.215,1,275,3
1216,116,0.09907,1.216,1,253,9
1217,212,0.278021,1.217,1,228,11
1218,209,0.238479,1.218,1,231,0
1219,115,0.195295,1.219,1,351,25
1220,114,0.212851,1.22,1,362,0
1221,214,0.035003,1.221,2,426,0
1222,213,0.03529,1.222,1,204,0
1223,115,0.036293,1.223,1,318,0
1224,209,0.088309,1.224,1,207,1
1225,104,0.589387,1.225,12,285,14
1226,232,0.262831,1.226,8,266,419
1227,203,0.12247,1.227,1,181,11
1228,219,0.037994,1.228,1,318,2
1229,210,0.071469,1.229,1,255,0
1230,102,0.211362,1.23,12,282,16
1231,217,0.167035,1.231,12,296,12
1232,116,0.089557,1.232,1,263,0
1233,215,0.080373,1.233,1,180,7
1234,214,0.069906,1.234,2,283,0
1235,207,0.044818,1.235,2,343,0
1236,234,0.138538,1.236,1,233,1
1237,100,0.055344,1.237,1,280,0
1238,203,0.030956,1.238,1,155,96
1239,203,0.118346,1.239,1,284,47
1240,105,0.173692,1.24,1,233,0
1241,203,0.072082,1.241,5,127,251
1242,234,0.090802,1.242,1,242,0
1243,112,0.241356,1.243,1,254,0
1244,215,0.15233,1.244,5,170,92
1245,112,0.335885,1.245,1,257,0
1246,205,0.101517,1.246,1,235,0
1247,214,0.024418,1.247,2,284,22
1248,205,0.09365,1.248,1,224,0
1249,217,0.213795,1.249,12,317,0
1250,223,0.01289,1.25,1,263,1
1251,105,0.108652,1.251,1,237,6
1252,115,0.059854,1.252,1,355,27
1253,101,0.331922,1.253,1,313,21
1254,115,0.155518,1.254,1,301,65
1255,220,0.049777,1.255,1,313,21
1256,213,0.03368,1.256,1,198,9
1257,209,0.196626,1.257,1,219,0
1258,118,0.106275,1.258,3,351,0
1259,222,0.217844,1.259,8,163,235
1260,213,0.030196,1.26,1,206,1
1261,116,0.037865,1.261,1,273,12
1262,113,0.040591,1.262,1,379,18
1263,115,0.102512,1.263,1,344,0
1264,212,0.176435,1.264,3,251,0
1265,112,0.291791,1.265,1,265,0
1266,100,0.031738,1.266,1,275,5
1267,108,0.131439,1.267,1,395,36
1268,101,0.119173,1.268,1,378,0
1269,201,0.034966,1.269,4,196,283
1270,217,0.220717,1.27,12,307,16
1271,212,0.229531,1.271,3,245,0
1272,113,0.117949,1.272,1,359,14
1273,116,0.119531,1.273,1,254,11
1274,212,0.287298,1.274,1,286,0
1275,221,0.046196,1.275,1,317,0
1276,203,0.182845,1.276,1,270,0
1277,219,0.038518,1.277,1,191,144
1278,212,0.218082,1.278,3,242,6
1279,200,0.048365,1.279,5,184,377
1280,117,0.027853,1.28,1,436,0
1281,209,0.066739,1.281,8,176,159
1282,108,0.11411,1.282,1,387,0
1283,230,0.070785,1.283,1,320,29
1284,101,0.069944,1.284,1,348,0
1285,208,0.043508,1.285,5,187,86
1286,221,0.167656,1.286,1,306,0
1287,210,0.037277,1.287,1,226,106
1288,114,0.155645,1.288,1,334,0
1289,200,0.501179,1.289,1,294,0
1290,111,0.156855,1.29,2,289,29
1291,112,0.325762,1.291,1,259,0
1292,233,0.279159,1.292,5,133,229
1293,233,0.0418,1.293,1,205,3
1294,107,0.349027,1.294,12,305,10
1295,100,0.041545,1.295,1,289,0
1296,215,0.026103,1.296,1,185,0
1297,200,0.036511,1.297,1,305,0
1298,210,0.089744,1.298,1,262,0
1299,112,0.32572,1.299,1,257,3
1300,213,0.067223,1.3,1,195,0
1301,202,0.014609,1.301,1,425,0
1302,202,0.011846,1.302,1,392,0
1303,122,0.071648,1.303,1,258,1
1304,102,0.233899,1.304,12,292,0
1305,219,0.035358,1.305,1,289,0
1306,214,0.060757,1.306,2,271,3
1307,210,0.052227,1.307,1,343,0
1308,202,0.016247,1.308,1,407,2
1309,104,0.674867,1.309,38,313,0
1310,214,0.031735,1.31,2,446,0
1311,205,0.139867,1.311,1,244,0
1312,233,0.030455,1.312,1,209,0
1313,200,0.194715,1.313,1,245,0
1314,231,0.175208,1.314,3,359,0
1315,209,0.365932,1.315,1,243,0
1316,217,0.227729,1.316,12,307,0
1317,107,0.39432,1.317,12,291,13
1318,228,0.075203,1.318,1,414,0
1319,213,0.071359,1.319,1,194,2
1320,116,0.115231,1.32,1,257,89
1321,221,0.249318,1.321,1,292,0
1322,213,0.020671,1.322,1,205,0
1323,217,0.200229,1.323,12,294,6
1324,214,0.035383,1.324,2,412,0
1325,108,0.064015,1.325,1,422,0
1326,104,0.016601,1.326,38,290,9
1327,221,0.060947,1.327,5,169,216
1328,104,0.501164,1.328,12,285,6
1329,223,0.008742,1.329,1,245,0
1330,115,0.243205,1.33,1,348,0
1331,209,0.08337,1.331,1,228,7
1332,222,0.294949,1.332,1,293,23
1333,116,0.036104,1.333,1,266,4
1334,103,0.124959,1.334,1,311,16
1335,215,0.024335,1.335,1,196,20
1336,212,0.229463,1.336,3,239,0
1337,212,0.29235,1.337,1,231,23
1338,101,0.430838,1.338,1,332,0
1339,212,0.276854,1.339,1,252,0
1340,214,0.05837,1.34,5,149,480
1341,122,0.073928,1.341,1,257,1
1342,115,0.144561,1.342,1,323,53
1343,112,0.313158,1.343,1,259,0
1344,111,0.130121,1.344,2,292,0
1345,111,0.101814,1.345,2,287,23
1346,118,0.114606,1.346,3,272,0
1347,119,0.024728,1.347,1,340,0
1348,222,0.083723,1.348,11,373,0
1349,209,0.075204,1.349,1,248,0
1350,223,0.040713,1.35,1,258,0
1351,107,0.395687,1.351,12,310,3
1352,108,0.065846,1.352,1,370,0
1353,205,0.106379,1.353,1,266,0
1354,112,0.29217,1.354,1,262,5
1355,103,0.014131,1.355,1,321,0
1356,217,0.187016,1.356,12,319,0
1357,111,0.115332,1.357,2,335,0
1358,107,0.356517,1.358,12,311,0
1359,208,0.048611,1.359,5,160,78
1360,111,0.070129,1.36,2,308,6
1361,201,0.013651,1.361,1,235,114
1362,203,0.161709,1.362,1,267,0
1363,233,0.061766,1.363,1,279,0
1364,207,0.032939,1.364,2,348,11
1365,109,0.014659,1.365,2,273,0
1366,234,0.145774,1.366,1,229,7
1367,231,0.129228,1.367,3,340,0
1368,101,0.262389,1.368,1,335,31
1369,108,0.099421,1.369,1,357,60
1370,207,0.069654,1.37,2,264,1
1371,122,0.076821,1.371,1,254,1
1372,109,0.012525,1.372,2,268,0
1373,112,0.375272,1.373,1,251,5
1374,221,0.104546,1.374,1,211,167
1375,114,0.428762,1.375,1,347,51
1376,213,0.042217,1.376,1,202,0
1377,201,0.009879,1.377,1,230,0
1378,207,0.026492,1.378,2,310,11
1379,219,0.031434,1.379,1,251,8
1380,210,0.077235,1.38,1,244,93
1381,221,0.063394,1.381,1,241,0
1382,116,0.085607,1.382,1,265,0
1383,118,0.10803,1.383,3,313,0
1384,208,0.103467,1.384,6,197,11
1385,209,0.206277,1.385,8,153,0
1386,228,0.225184,1.386,1,309,96
1387,118,0.06428,1.387,3,304,0
1388,228,0.115754,1.388,1,285,33
1389,214,0.029953,1.389,2,245,17
1390,203,0.149972,1.39,1,211,0
1391,220,0.072183,1.391,1,326,18
1392,205,0.140159,1.392,1,260,6
1393,100,0.018949,1.393,8,202,253
1394,207,0.138265,1.394,3,500,0
1395,108,0.061541,1.395,1,423,0
1396,214,0.063031,1.396,2,260,38
1397,118,0.090688,1.397,3,252,0
1398,114,0.206501,1.398,1,359,0
1399,118,0.086267,1.399,3,284,11
1400,214,0.041357,1.4,2,312,17
1401,222,0.339079,1.401,1,287,0
1402,217,0.221305,1.402,12,313,5
1403,219,0.058843,1.403,1,263,0
1404,228,0.082839,1.404,1,296,210
1405,228,0.145018,1.405,1,293,0
1406,213,0.038029,1.406,1,211,0
1407,220,0.041876,1.407,1,315,16
1408,221,0.083863,1.408,5,153,355
1409,124,0.509896,1.409,3,395,120
1410,111,0.090102,1.41,2,331,0
1411,124,0.624905,1.411,3,434,0
1412,230,0.136183,1.412,1,311,9
1413,210,0.174066,1.413,1,202,0
1414,107,0.359782,1.414,12,300,0
1415,221,0.089162,1.415,1,253,189
1416,219,0.061305,1.416,1,333,0
1417,217,0.019274,1.417,1,271,56
1418,116,0.069034,1.418,1,258,0
1419,213,0.071182,1.419,1,197,1
1420,121,0.023861,1.42,1,316,0
1421,113,0.083588,1.421,1,369,0
1422,203,0.373721,1.422,1,244,0
1423,113,0.126523,1.423,1,352,24
1424,121,0.016281,1.424,1,345,8
1425,122,0.07049,1.425,1,269,9
