"","Id.Latido","Registro","Error","Time","Position","Frecuency","Channels","Order","C1_Position","C1_Error","C1_ErrorRMSE","C1_ErrorNRMSD","C1_ErrorAbsMax","C1_MDL","C1_FSS","C1_ESC","C1_VAR","C1_BIC","C1_AIC","C1_Sigma","C1_H0","C1_H1","C1_H2","C1_H3","C1_H4","C1_H5","C2_Position","C2_Error","C2_ErrorRMSE","C2_ErrorNRMSD","C2_ErrorAbsMax","C2_MDL","C2_FSS","C2_ESC","C2_VAR","C2_BIC","C2_AIC","C2_Sigma","C2_H0","C2_H1","C2_H2","C2_H3","C2_H4","C2_H5","Type"
"64",63,208,0.12667894,221223702,13099,360,2,6,13099,0.03775154,11.838341,0.034314033,29.935225,94.9296,20181.068,534576,106.53921,435.7167,421.53006,4.680001,650.7147,-5.264605,-299.06415,-33.124596,-8.482797,18.138174,13099,0.08892741,2.8102043,0.044606417,8.885379,59.722504,1137.2037,12788,7.5418463,228.6323,214.44563,5.760001,-55.775936,53.42426,3.9896345,-65.72642,25.778076,26.178276,1
"65",64,208,0.060785823,194086001,13292,360,2,6,13292,0.045999512,23.876373,0.052360468,76.46579,60.756935,82091.695,1784621,574.0307,532.1688,517.9822,12.5999975,952.0399,-662.8332,-585.19727,-119.64048,-5.51536,-0.8467868,13292,0.01478631,9.01252,0.03151231,51.39073,72.776184,11696.474,791034,81.40929,379.75107,365.5644,12.239998,-638.224,593.96277,26.594433,23.803516,133.6519,8.917032,6
"66",65,208,0.3316743,193395891,13486,360,2,6,13486,0.01007004,5.9973106,0.016941555,18.999876,100.121925,5179.354,514333,27.283916,337.79205,323.6054,4.3200006,657.20355,-82.871124,-263.25104,-9.936584,16.92357,26.1409,13486,0.32160428,8.583627,0.124400385,28.732298,51.431683,10609.726,32990,74.172676,386.74127,372.5546,12.959997,-76.005325,-4.6945863,-106.54974,-67.487045,-14.712031,21.39228,1
"67",66,208,0.20330906,193696246,13673,360,2,6,13673,0.051730193,14.580118,0.038880315,39.86085,81.46745,30611.498,591753,172.58743,465.71414,451.52747,5.760001,516.2153,-410.05365,-255.06764,207.34435,-47.137074,-127.46038,13673,0.15157887,4.117868,0.059679247,24,55.77378,2441.7842,16109,16.533165,283.65158,269.4649,5.040001,37.185814,-2.557189,-107.564766,26.184473,1.9242907,4.2876744,1
"68",67,208,0.30472985,192961809,13850,360,2,6,13850,0.033343796,11.026471,0.031868413,27.999458,98.37783,17507.96,525074,91.19736,425.4863,411.29962,4.680001,652.5989,24.299585,-270.25742,-83.31727,-18.331621,27.812284,13850,0.27138606,4.0045323,0.08520281,18.050339,59.454037,2309.2239,8509,14.6387415,279.63272,265.44604,5.760001,25.17796,19.937672,-9.460705,-48.791363,43.77839,27.958649,1
"69",68,208,0.2768261,193424934,14046,360,2,6,14046,0.027911546,10.728469,0.030478604,29.986845,93.49425,16574.406,593819,88.55586,421.541,407.3543,4.680001,712.0024,-57.44501,-254.46964,-46.67672,6.531555,-4.613215,14046,0.24891457,4.7810726,0.09020892,14.337046,51.213814,3291.6462,13224,22.939217,305.11108,290.92444,9.360001,-4.9447956,17.961468,-80.833855,-35.60549,40.293896,12.642184,1
"70",69,208,0.24059361,193458092,14251,360,2,6,14251,0.01063721,6.8906965,0.018523378,20.650337,85.15563,6837.3643,642778,39.03963,357.78806,343.60138,5.400001,623.9844,-438.1343,-163.34076,151.53514,6.0950255,-70.30178,14251,0.2299564,5.5298653,0.10433708,18.425495,51.608696,4403.435,19149,30.70111,325.81726,311.6306,9.360001,54.24306,29.601328,-25.32337,13.690231,100.14346,8.34304,1
"71",70,208,0.34924534,193981604,14449,360,2,6,14449,0.012538916,8.408722,0.020917218,26.00018,92.39007,10181.751,812012,55.513702,386.45807,372.2714,4.680001,849.0788,-60.108288,-275.16003,-36.00261,-3.0198057,16.255579,14449,0.33670643,2.2855253,0.12029081,8.735284,51.21228,752.20215,2234,5.2308774,195.75545,181.56879,11.519999,18.776644,-6.8497744,25.116165,5.882129,18.161476,-9.330357,1
"72",71,208,0.021558855,228089511,14619,360,2,6,14619,0.012868037,14.016272,0.037476663,65.93654,63.116596,28289.646,2198443,196.84633,458.86984,444.6832,9.360001,1313.4037,437.19916,380.86978,187.2077,237.69975,131.80226,14619,0.008690817,7.2781434,0.034823652,20.740192,67.40833,7627.878,877694,52.62824,359.26602,345.07938,10.799999,-903.4454,-158.57875,-107.95544,-64.7114,-111.06524,-22.98084,5
"73",72,208,0.19603333,193378323,14845,360,2,6,14845,0.030254096,11.374087,0.032039683,30.970282,92.50722,18629.262,615760,99.87722,429.9559,415.76923,4.3200006,736.21893,-88.3239,-214.93019,-31.209993,-11.328785,3.7405252,14845,0.16577923,4.92406,0.12958053,17.424105,55.415863,3491.4766,21061,24.409128,304.8479,290.66122,11.519999,-116.68987,29.915018,-31.257923,33.606014,-12.83595,28.051792,1
"74",73,208,0.26473776,193765001,15036,360,2,6,15036,0.04453185,13.0163765,0.03666585,33.99995,87.49713,24397.352,547863,133.26613,449.37726,435.19058,5.040001,639.20404,-99.15657,-322.72006,-27.910404,11.0733,1.4513309,15036,0.22020592,5.5701075,0.099466205,16.981865,52.906013,4467.758,20289,31.16745,325.66617,311.4795,10.08,72.06768,45.469494,37.108086,-19.505728,73.72954,36.966038,1
"75",74,208,0.047554635,192977261,15218,360,2,6,15218,0.033449102,22.938951,0.05636106,71.38655,65.85875,75772.15,2265297,528.6688,520.3115,506.12485,11.879998,1246.7195,697.5532,256.8798,-72.07587,-147.64124,-235.9127,15218,0.014105533,8.100679,0.035220344,45.91617,63.262405,9449.424,669909,64.99663,381.0793,366.89264,7.920002,-763.5101,-96.28734,-201.53717,-95.38313,-135.50656,-12.786367,5
"76",75,208,0.3327953,194458633,15431,360,2,6,15431,0.009924488,6.526865,0.018231466,18.942938,94.15951,6134.3955,618107,33.280075,349.9767,335.79004,4.3200006,749.15857,22.655544,-210.28387,-75.68793,-11.591987,11.7713175,15431,0.3228708,7.9364166,0.10174893,26.106419,70.53672,9070.086,28092,52.25218,378.13376,363.9471,5.400001,83.20587,1.330005,-85.435844,25.689398,12.681056,63.06259,1
"77",76,208,0.33363634,193471991,15628,360,2,6,15628,0.027792944,9.831512,0.029173627,29,91.652596,13918.845,500805,75.06018,408.96863,394.78195,4.3200006,653.81116,-82.04775,-225.57198,-40.867462,-7.562744,8.671769,15628,0.3058434,8.21623,0.12448834,25.818039,50.526867,9720.927,31784,67.88496,382.48074,368.2941,10.799999,-90.21262,36.389378,-103.56901,22.19933,-3.3733213,-37.011387,1
"78",77,208,0.05762369,192745921,15831,360,2,6,15831,0.034573756,20.519205,0.03999845,66.99947,70.007744,60629.438,1753626,376.1261,514.91925,500.7326,5.760001,1231.5417,-190.41031,-131.43257,-327.32144,112.63708,-54.267242,15831,0.023049938,8.639724,0.037893526,27.158646,63.32657,10748.8545,466329,74.867294,386.32202,372.13535,11.519999,-540.6385,342.80963,188.0611,-77.27795,9.090461,65.95847,6
"79",78,208,0.1304338,242501743,16033,360,2,6,16033,0.00944372,6.3617435,0.017622558,17.00074,103.52723,5827.9365,617123,30.272697,346.28683,332.10016,4.3200006,746.0589,-62.515583,-221.05025,-41.843697,-2.6258724,12.726126,16033,0.120990075,2.804945,0.05394125,8.715507,55.90525,1132.951,9364,7.742452,228.36253,214.17587,5.760001,-13.782945,-48.600517,-65.49777,-27.48809,24.078682,-7.3302097,1
"80",79,208,0.08169323,193753865,16241,360,2,6,16241,0.021867717,9.1068735,0.024882168,31,95.994965,11942.66,546132,63.313408,397.9435,383.75684,4.3200006,668.1571,-118.49776,-270.66223,-19.717564,0.5118033,8.148924,16241,0.059825517,2.1179395,0.03472032,7.9439387,57.12323,645.9361,10797,4.495618,187.90714,173.72047,5.400001,63.93458,-9.459488,-66.38977,5.0846105,28.239502,27.258495,1
"81",80,208,0.016081981,193531406,16422,360,2,6,16422,0.014215166,14.199046,0.041885093,55.55693,63.086067,29032.258,2042344,199.874,461.8204,447.63373,8.640001,1304.6422,140.62398,442.66113,143.97015,272.0958,27.08258,16422,0.001866816,2.4046967,0.015925143,10.611435,73.74381,832.6895,446048,5.7054543,199.38289,185.19623,9.360001,-640.5275,-14.687424,-113.721344,-102.67771,-90.26717,-55.68298,5
"82",81,208,0.2112591,193183759,16677,360,2,6,16677,0.18549338,27.056725,0.07774921,76.366,71.45404,105417.555,568309,614.3311,554.746,540.5593,6.1200013,480.37158,-79.691475,-471.68036,-49.702293,2.656399,-28.70708,16677,0.025765711,2.1702387,0.031452734,5.8034363,64.5995,678.23083,26323,4.48319,191.41977,177.23311,6.8400016,139.11594,-22.222866,-33.870903,3.2090182,66.58549,14.370447,1
"83",82,208,0.024115874,193025858,16899,360,2,6,16899,0.005633436,4.812674,0.01329468,19.999607,66.9866,3335.304,592055,22.816685,306.10367,291.91702,3.9600005,742.0691,-16.136595,-181.60938,-56.543373,-40.09141,-2.5235558,16899,0.018482437,1.4774046,0.020519508,5.0830145,61.1616,314.31232,17006,2.1937947,136.04457,121.85792,5.040001,106.658745,-0.51795167,-66.88671,-24.494198,9.4183035,12.362361,1
"84",83,208,0.053209778,193718901,17088,360,2,6,17088,0.0438786,22.263504,0.060009446,65.61778,64.65527,71375.56,1626660,498.67062,516.1407,501.95404,12.5999975,1158.5364,408.82574,23.356333,-92.68612,-99.678444,-163.91348,17088,0.009331179,4.3090763,0.031225191,11.876346,68.11984,2673.812,286546,17.683886,290.18387,275.9972,7.560002,-505.75568,-70.42806,-99.5984,-76.19863,-69.93772,-50.05933,5
"85",84,208,0.14775303,193289806,17312,360,2,6,17312,0.059090056,15.01693,0.04036809,38.004585,92.97799,32473.176,549554,171.67393,469.9649,455.77826,5.040001,604.65265,-19.42946,-379.9644,-68.88838,-5.384708,44.171276,17312,0.08866297,2.741763,0.041541867,7.9993567,59.329803,1082.4862,12209,7.211074,225.08183,210.89517,5.040001,73.99173,-13.271749,-49.583904,-26.665085,44.23332,18.692774,1
"86",85,208,0.44499204,227458239,17515,360,2,6,17515,0.07235504,15.501407,0.04586215,45.413185,88.208244,34602.277,478229,186.53442,474.5373,460.35062,5.040001,565.95605,5.6426744,-342.0737,-73.43226,-14.043512,26.1661,17515,0.372637,8.494833,0.10890812,35.690662,49.521347,10391.355,27886,72.12135,387.9248,373.73813,7.560002,84.94117,60.970127,-1.8756453,23.177246,70.38382,32.67574,1
"87",86,208,0.057010867,193723685,17715,360,2,6,17715,0.041707717,23.518059,0.051015314,85.787155,60.306084,79646.266,1909629,543.3135,534.4129,520.22626,10.08,1165.749,-554.9728,-305.7942,-263.62384,1.9975041,-2.3690987,17715,0.015303151,8.2330675,0.035184048,38.464775,73.02949,9760.809,637830,67.824295,366.85632,352.66965,13.6799965,-629.65283,468.5816,77.5933,11.380821,73.43818,-22.23333,6
"88",87,208,0.38003612,193053784,17916,360,2,6,17916,0.03313683,11.1842785,0.031241002,28.997927,96.23899,18012.684,543585,94.7289,427.53256,413.34592,4.3200006,671.5733,24.77309,-257.9014,-83.87208,-11.454353,16.409372,17916,0.34689927,4.2523084,0.114927255,19.08372,49.558743,2603.826,7506,18.15386,288.27777,274.09113,5.040001,-17.209915,21.06632,-50.35963,-39.17381,-8.956679,3.3615358,1
"89",88,208,0.5336156,193603673,18110,360,2,6,18110,0.045030527,11.796237,0.035318077,31.898993,104.87029,20037.773,444982,101.25413,435.20367,421.017,3.9600005,604.2526,-70.914345,-231.31697,-29.44884,-18.508703,8.760518,18110,0.48858508,11.427359,0.11203293,49.319458,49.137383,18804.174,38487,131.49008,427.258,413.07132,12.5999975,-91.31694,46.3107,-62.13621,-51.954475,34.103416,-38.42048,1
"90",89,208,0.071721524,193826048,18306,360,2,6,18306,0.020484058,11.262263,0.028440058,29.999935,91.27484,18264.754,891657,99.25109,428.53314,414.3465,5.040001,894.8309,-24.770472,-266.81387,-27.901842,-6.2310047,7.0385556,18306,0.051237464,3.5963733,0.044954665,11.274941,59.525986,1862.4818,36350,12.674924,264.15137,249.9647,7.560002,-172.20573,13.773009,32.435593,-40.05765,-11.4910145,43.06149,1
"91",90,208,0.2919433,194059364,18519,360,2,6,18519,0.031296626,10.525386,0.029986855,27.265318,92.84163,15952.86,509731,85.33524,418.78903,404.60236,5.040001,615.9538,34.328045,-317.9924,-98.75344,-13.630877,46.29911,18519,0.2606467,10.430554,0.10126752,28.764387,51.314384,15666.691,60107,108.78678,417.48575,403.29907,6.8400016,64.24565,110.99687,11.932701,-91.626724,137.66907,-22.402855,1
"92",91,208,0.15423651,193110522,18727,360,2,6,18727,0.019446965,9.199674,0.024664005,23.563646,93.52162,12187.296,626694,65.52677,399.40347,385.2168,5.040001,714.51575,43.767372,-299.82886,-99.28505,6.5234003,47.549618,18727,0.13478954,4.214086,0.06289681,12.972579,54.856102,2557.2273,18972,17.610111,286.97617,272.7895,7.560002,40.746872,37.58257,20.303938,-78.044525,74.38555,36.133183,1
"93",92,208,0.05060041,193918938,18930,360,2,6,18930,0.027405296,14.940184,0.032907892,40.99979,91.00893,32142.11,1172843,173.95302,469.2271,455.04044,5.040001,1028.8654,12.195431,-245.5868,-146.3835,-13.48298,8.051532,18930,0.023195116,3.8185956,0.030067682,16.000145,64.820366,2099.761,90526,13.902563,272.78638,258.5997,5.040001,-258.1455,121.89534,-40.56966,44.765125,50.061043,27.798141,1
"94",93,208,0.07350953,228973813,19092,360,2,6,19092,0.0150329145,15.042104,0.047302213,52.251675,66.16172,32582.143,2167387,226.67168,462.45627,448.2696,10.44,1294.1083,447.94507,333.8922,226.44547,297.84952,89.20837,19092,0.058476612,14.543213,0.07990776,50.889866,59.659866,30456.725,520836,211.82779,460.31644,446.1298,11.879998,-676.61115,-78.182365,-82.4418,9.20171,-128.11899,56.287426,5
"95",94,208,0.33007956,193275945,19333,360,2,6,19333,0.00551584,4.713032,0.014591429,16.048485,93.70819,3198.6245,579898,17.590858,303.09097,288.90433,4.3200006,741.81274,-1.9374056,-154.9439,-44.289913,-9.411368,18.751839,19333,0.3245637,7.1522617,0.09665219,19.943497,50.84939,7366.298,22696,50.75799,363.15298,348.9663,6.4800014,19.057995,-9.704893,-111.508545,11.902955,21.539776,-42.807793,1
"96",95,208,0.35219282,193740892,19538,360,2,6,19538,0.10100382,18.824787,0.056701165,47.999805,88.229225,51029.652,505225,273.30594,502.5084,488.32172,5.040001,579.6658,-64.85398,-337.35452,-9.386968,-8.979809,-0.49165797,19538,0.251189,4.025999,0.07894116,19.000517,51.843803,2334.048,9292,16.135294,280.4026,266.2159,4.680001,7.118391,44.064426,-61.881264,-24.174103,0.49223274,-23.487999,1
"97",96,208,0.046205096,193565670,19725,360,2,6,19725,0.02984118,22.4001,0.045901846,75.48349,60.521492,72254.09,2421288,504.1449,526.1482,511.96155,11.879998,1312.5109,-654.268,-432.4174,-106.18507,3.8187928,-2.978144,19725,0.016363913,9.923799,0.034577694,37.910305,77.27431,14181.376,866625,98.315895,387.61288,373.4262,12.5999975,-699.43097,566.36945,151.23975,-33.713276,135.22162,13.058409,5
"98",97,208,0.058449093,193132331,19919,360,2,6,19919,0.018618278,9.132604,0.025228187,23.052492,104.644135,12010.241,645078,61.488132,398.3498,384.16312,4.3200006,751.7834,-64.88493,-250.95634,19.155565,-10.37523,15.019308,19919,0.039830815,2.093309,0.04984069,6.1841893,71.21122,630.99976,15842,3.8570054,186.2227,172.03604,5.400001,-108.0219,19.885893,-45.273125,-21.244616,-7.597856,24.2508,1
"99",98,208,0.17418104,193269251,20105,360,2,6,20105,0.053397927,14.071493,0.042256735,36.73649,91.86241,28512.998,533972,151.80428,460.601,446.41434,4.680001,654.08154,-76.62557,-267.62122,9.051394,-7.798186,1.011774,20105,0.12078311,2.1926785,0.060907736,6.917731,71.78404,692.3288,5732,4.0765767,192.9011,178.71443,5.760001,-41.96486,33.6716,-20.425491,-19.313591,27.244581,24.745958,1
"100",99,208,0.10977621,193334130,20291,360,2,6,20291,0.08546887,28.080088,0.05604808,73,84.32527,113542.75,1328469,622.7025,560.092,545.90533,5.040001,1050.541,-132.01346,-266.55933,-149.88307,7.484524,-16.96258,20291,0.024307331,9.04027,0.0324024,31.165167,63.51741,11768.613,484159,79.273254,396.55377,382.3671,9.000001,-531.83307,309.59763,246.65747,-116.93848,15.690655,137.59575,6
"101",100,208,0.034555495,237687613,20453,360,2,6,20453,0.022659745,19.58373,0.04533271,81.126175,61.833363,55227.24,2437240,378.67282,508.19083,494.00415,7.920002,1395.6115,381.45468,373.83734,252.42375,247.87938,154.4578,20453,0.011895749,8.706825,0.032010388,37.00477,63.585075,10916.467,917678,75.36282,391.46954,377.28287,7.920002,-943.1773,-1.6567384,-86.85574,-45.784424,-56.950542,-65.51236,5
"102",101,208,0.07679584,193572036,20721,360,2,6,20721,0.009912959,6.5916624,0.018996146,21.000008,86.89912,6256.8022,631174,35.386204,351.39926,337.21262,4.3200006,764.0539,-86.96425,-180.489,-22.143051,-3.9415894,22.222153,20721,0.06688288,1.9776893,0.048236325,5.998012,75.48621,563.2207,8421,3.2825563,178.04106,163.85439,6.1200013,-71.07992,29.833206,-13.284266,-25.232397,18.790716,27.370981,1
"103",102,208,0.04771932,193099286,20932,360,2,6,20932,0.021041078,12.523218,0.028591823,36,85.078156,22583.664,1073313,127.05152,443.8154,429.62875,5.040001,979.45734,-89.53055,-287.98642,20.169022,1.9666318,-5.5017557,20932,0.02667824,3.652479,0.03203929,11.726958,68.33055,1921.0468,72008,12.21124,266.37952,252.19287,7.560002,-220.83488,51.951782,112.95252,-53.66144,2.8645854,54.533394,6
"104",103,208,0.018712021,193731564,21104,360,2,6,21104,0.012010775,15.1196,0.035828438,69.261604,63.174263,32918.734,2740767,228.37032,470.7252,456.53854,8.640001,1500.1387,328.25043,383.6765,301.24988,298.48016,150.4421,21104,0.006701247,6.8658586,0.024966758,32.169147,65.374916,6788.162,1012970,46.991196,357.0638,342.87717,9.000001,-994.5692,-32.101837,-40.71102,-71.91592,-87.00912,-39.786236,5
"105",104,208,0.14648958,193816802,21359,360,2,6,21359,0.038969386,11.987003,0.03643466,30.999554,92.72583,20691.107,530958,110.31518,437.51376,423.32712,4.680001,664.0782,-10.498814,-262.70886,-9.7268,-6.7571464,-0.874004,21359,0.107520185,3.2351267,0.05675661,8.358343,56.2406,1507.1105,14017,10.402306,248.20555,234.01889,9.000001,-12.681728,55.50523,59.576233,19.56827,53.0756,50.189327,1
"106",105,208,0.23754296,193309752,21560,360,2,6,21560,0.043916322,11.04886,0.03658563,30.987846,90.92215,17579.133,400287,94.355995,425.77838,411.59174,4.680001,555.08295,-79.01284,-261.3699,-1.4671811,5.593023,0.37236473,21560,0.19362663,9.052166,0.12931666,28.122826,53.47427,11799.606,60940,82.50627,395.238,381.05136,12.239998,-160.41614,3.946829,-139.06967,-57.06092,-18.447527,21.326948,1
"107",106,208,0.03996994,193084218,21728,360,2,6,21728,0.022324756,17.33444,0.044676393,49.106255,67.27057,43269.527,1938186,302.42877,479.7371,465.5504,13.6799965,1300.2131,398.4711,-58.374058,-170.3894,-101.21478,-53.84272,21728,0.017645184,9.003925,0.038152225,36.482685,62.251797,11674.177,661607,80.508865,396.29053,382.10388,8.280002,-796.70807,34.619102,-58.11886,-29.21417,-82.123116,-54.910473,5
"108",107,208,0.036934525,231718542,21948,360,2,6,21948,0.012765758,6.87152,0.020450953,17.966745,102.29688,6799.362,532625,35.34326,357.38675,343.20007,4.3200006,686.1365,66.430664,-215.43922,-60.76865,-16.941591,15.342869,21948,0.024168769,1.458373,0.03391565,4.000001,62.341713,306.26663,12672,2.0822086,134.17754,119.990875,5.040001,-95.96869,25.262228,-29.13646,-37.1312,-15.554352,6.9258356,1
"109",108,208,0.28346428,193546652,22148,360,2,6,22148,0.064849466,14.42374,0.04564475,38.99935,89.71431,29958.379,461968,160.61363,464.16135,449.97467,5.040001,575.42474,-49.246593,-313.7396,-3.1581013,-0.4652812,-5.301516,22148,0.21861482,4.217253,0.09167942,13.077433,54.448162,2561.0725,11715,17.843578,283.4087,269.22202,10.44,15.423425,27.1978,67.52867,-18.346865,33.23545,46.636898,1
"110",109,208,0.07889412,193794810,22339,360,2,6,22339,0.042612564,18.279034,0.040710542,46.474545,87.32411,48113.72,1129097,263.2889,498.27194,484.08527,5.040001,1008.3339,2.0937953,-211.12979,-139.81319,2.099177,10.66049,22339,0.036281563,9.930308,0.039405987,27.779514,65.68083,14199.987,391383,91.61857,410.40823,396.2216,7.560002,-534.053,191.72675,216.94997,-77.948105,-3.2149453,45.36209,6
"111",110,208,0.03857498,194033154,22492,360,2,6,22492,0.023560619,18.921938,0.046720833,82.17915,61.577393,51557.727,2188301,354.01688,503.23944,489.0528,7.920002,1290.1556,405.64575,379.6647,286.91724,236.38889,159.20569,22492,0.01501436,9.938996,0.034037657,44.681953,63.116314,14224.845,947416,97.753716,410.52197,396.33533,8.280002,-952.9312,-105.37798,-20.202635,-78.232994,-71.16939,-49.141754,5
"112",111,208,0.032662775,193299434,22738,360,2,6,22738,0.0039394633,4.1023636,0.012065776,11.999998,102.00531,2423.4316,615168,12.850875,283.10837,268.9217,4.3200006,756.33923,-84.06728,-182.35846,-3.9704266,0.52064586,18.911182,22738,0.02872331,1.7945478,0.03262814,5.618601,82.56622,463.73785,16145,2.6317036,164.0477,149.86104,5.760001,-104.09711,56.37313,-9.732295,-28.727625,10.224467,25.349318,1
"113",112,208,0.11820838,193787213,22944,360,2,6,22944,0.026979042,9.898713,0.029548397,26.00267,95.36702,14109.77,522990,74.75794,409.94952,395.76288,4.680001,663.5918,-24.513538,-256.18762,-44.624527,-7.746993,15.547477,22944,0.091229334,2.7597795,0.04181484,7.6971583,77.45551,1096.759,12022,6.25745,226.02496,211.8383,5.760001,-37.57091,78.509895,-4.149713,-43.50832,7.4093175,37.212475,1
"114",113,208,0.021870289,193794840,23128,360,2,6,23128,0.013152823,14.12297,0.03923047,66.37427,63.031822,28721.99,2183713,198.76605,460.91412,446.72745,8.640001,1308.1924,318.48953,439.2812,254.31464,251.80907,145.38167,23128,0.008717465,8.176722,0.02869025,38.866146,63.717125,9627.664,1104411,67.30085,382.4017,368.21503,8.280002,-1036.1595,-19.724606,-99.85581,-62.196304,-21.019566,-80.53881,5
